id,userid,uploaded_time,QR Scanner,Machine ID,Original Factory,Original Sub Factory,Original Line,Original Section,Operation,New Section,New Line,New Sub Factory,New Factory,Approval,Final Factory,Final Sub Factory,Final New Line,Final Section,Cost,Budget For Maintainance ,SourceSheet
1098,Ranghanath,2024-10-23 09:22:04,"{""machine_id"":""DF 100_8D0RB02835""}",DF 100_8D0RB02835,Laguna Clothing A,Factory 1,Line-3,Collar,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
1097,Ranghanath,2024-10-23 09:21:44,"{""machine_id"":""POST BED M/C 001_036""}",POST BED M/C 001_036,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,,0,Line 3
1096,Ranghanath,2024-10-23 09:20:48,"{""machine_id"":""OL 002_RMOQD01814""}",OL 002_RMOQD01814,Laguna Clothing A,Factory 1,Line-3,Cuff,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
1095,Ranghanath,2024-10-23 09:19:33,"{""machine_id"":""BS 044_2L1QJ01796""}",BS 044_2L1QJ01796,Laguna Clothing A,Factory-3,Line-6,Front,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3900,195,Line 3
1057,Ranghanath,2024-10-04 08:43:00,"{""machine_id"":""DF 116_8D0QJ06204""}",DF 116_8D0QJ06204,Laguna Clothing A,Factory 1,Line-3,Sleeve,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
1018,Ranghanath,2024-09-24 17:55:44,"{""machine_id"":""DF 116_8D0QJ06204""}",DF 116_8D0QJ06204,Laguna Clothing A,Factory 1,Line-3,Back,,Sleeve,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Sleeve,1000,50,Line 3
1017,Ranghanath,2024-09-24 17:55:07,"{""machine_id"":""DF 114_8D0QJ06113""}",DF 114_8D0QJ06113,Laguna Clothing A,Factory 1,Line-3,Back,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
1016,Ranghanath,2024-09-24 17:54:43,"{""machine_id"":""DF 068_8D0QH1977""}",DF 068_8D0QH1977,Laguna Clothing A,Factory 1,Line-3,Back,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
1015,Ranghanath,2024-09-24 17:54:20,"{""machine_id"":""DF 111_8D0QH00557""}",DF 111_8D0QH00557,Laguna Clothing A,Factory 1,Line-3,Back,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
1006,Ranghanath,2024-09-17 11:17:08,"{""machine_id"":""CA 005_2D4FJ00318""}",CA 005_2D4FJ00318,Laguna Clothing A,Factory 1,Line-3,Assembly,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,,0,Line 3
1005,Ranghanath,2024-09-17 10:51:00,"{""machine_id"":""DF 080_8D0QH00489""}",DF 080_8D0QH00489,Laguna Clothing A,Factory 1,Line-3,Assembly,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,1000,50,Line 3
1004,Ranghanath,2024-09-17 10:50:22,"{""machine_id"":""FOA 08_3M8QK00185""}",FOA 08_3M8QK00185,Laguna Clothing A,Factory 1,Line-3,Assembly,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,3000,150,Line 3
998,Ranghanath,2024-09-11 11:12:40,"{""machine_id"":""DNCS 006_2220671""}",DNCS 006_2220671,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
997,Ranghanath,2024-09-11 11:06:15,"{""machine_id"":""CA 008_2D4FJ00355""}",DNCS 002_1220747,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
996,Ranghanath,2024-09-11 11:04:25,"{""machine_id"":""BS 009_2L1QJ00890""}",BS 009_2L1QJ00890,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3900,195,Line 3
925,Jeevaraj P,2024-09-05 10:42:09,"{""machine_id"":""SELF FOLDING M/C 001_179""}",SELF FOLDING M/C 001_179,Laguna Clothing A,Factory 1,Line-1,Front,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,14000,700,Line 3
924,Jeevaraj P,2024-09-05 10:41:04,"{""machine_id"":""Front Press Single Head M/C 003_360""}",Front Press Single Head M/C 003_360,Laguna Clothing A,Factory 1,Line-1,Front,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,,0,Line 3
923,Jeevaraj P,2024-09-05 10:40:18,"{""machine_id"":""NS IT004_3299""}",NS IT004_3299,Laguna Clothing A,Factory-2,Line-4,Collar,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,,0,Line 3
917,Jeevaraj P,2024-09-05 10:29:26,"{""machine_id"":""RD IT 021_12G36112""}",RD IT 021_12G36112,Laguna Clothing A,Factory 1,Line-1,Back,,Cuff,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Cuff,,0,Line 3
915,Jeevaraj P,2024-09-05 10:23:09,"{""machine_id"":""RD IT 004_....""}",RD IT 004_....,Laguna Clothing A,Factory 1,Line-1,Collar,,Collar,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Collar,,0,Line 3
890,Ranghanath,2024-09-04 10:58:43,"{""machine_id"":""NF 070_2D3HK00179""}",NF 070_2D3HK00179,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
876,Ranghanath,2024-08-28 10:29:32,"{""machine_id"":""NF 097_2D3GH00141""}",NF 097_2D3GH00141,Laguna Clothing A,Factory 1,Line-3,Finishing,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
875,Ranghanath,2024-08-28 10:28:03,"{""machine_id"":""DNCS 008_2220700""}",DNCS 008_2220700,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
874,Ranghanath,2024-08-28 10:27:21,"{""machine_id"":""NF 084_2D3GH00143""}",NF 084_2D3GH00143,Laguna Clothing A,Factory 1,Line-3,Finishing,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
873,Ranghanath,2024-08-28 10:24:32,"{""machine_id"":""OL 034_1220145""}",OL 034_1220145,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
831,Naveen,2024-08-21 17:52:37,"{""machine_id"":""CA 005_2D4FJ00318""}",CA 005_2D4FJ00318,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,,0,Line 3
830,Naveen,2024-08-21 17:52:11,"{""machine_id"":""BS 047_2L1QM01791""}",BS 047_2L1QM01791,Laguna Clothing A,Factory 1,Line-1,Back,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3900,195,Line 3
829,Naveen,2024-08-21 17:47:57,"{""machine_id"":""DNLS 008_8L3QK00101""}",DNLS 008_8L3QK00101,Laguna Clothing A,Factory-3,Line-6,Cuff,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
828,Naveen,2024-08-21 17:47:13,"{""machine_id"":""DNLS 003_8L3QK00426""}",DNLS 003_8L3QK00426,Laguna Clothing A,Factory-3,Line-6,Cuff,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
827,Naveen,2024-08-21 17:46:40,"{""machine_id"":""NF 055_2D3HK00060""}",NF 055_2D3HK00060,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
826,Naveen,2024-08-21 17:45:30,"{""machine_id"":""DF 080_8D0QH00489""}",DF 080_8D0QH00489,Laguna Clothing A,Factory 1,Line-2,Front,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
825,Naveen,2024-08-21 17:44:02,"{""machine_id"":""FOA 03_3M8QK00191""}",FOA 03_3M8QK00191,Laguna Clothing A,Factory 1,Line-1,Finishing,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3000,150,Line 3
824,Naveen,2024-08-21 17:40:25,"{""machine_id"":""NF 060_2D3GH00140""}",NF 060_2D3GH00140,Laguna Clothing A,Factory 1,Line-2,Front,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
823,Naveen,2024-08-21 17:39:24,"{""machine_id"":""FOA 04_3M8QH00254""}",FOA 04_3M8QH00254,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3000,150,Line 3
822,Naveen,2024-08-21 17:37:33,"{""machine_id"":""NF 058_2D3HK00039""}",NF 058_2D3HK00039,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
821,Naveen,2024-08-21 17:37:08,"{""machine_id"":""DNCS 001_2220687""}",DNCS 001_2220687,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
820,Naveen,2024-08-21 17:36:19,"{""machine_id"":""NF 056_2D3HJ00474""}",NF 056_2D3HJ00474,Laguna Clothing A,Factory 1,Line-2,Finishing,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
819,Naveen,2024-08-21 17:34:47,"{""machine_id"":""DNCS 011_1220767""}",DNCS 011_1220767,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
818,Naveen,2024-08-21 17:31:46,"{""machine_id"":""OL 003_RMOQD01770""}",OL 003_RMOQD01770,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
799,Naveen,2024-08-21 10:56:56,"{""machine_id"":""DF 097_8D0QH00551""}",DF 097_8D0QH00551,Laguna Clothing A,Factory 1,Line-3,Collar,,Cuff,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Cuff,1000,50,Line 3
798,Naveen,2024-08-21 10:55:30,"{""machine_id"":""BH 008_PL0RG00183""}",BH 008_PL0RG00183,Laguna Clothing A,Factory 1,Line-2,Collar,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,4000,200,Line 3
797,Naveen,2024-08-21 10:54:17,"{""machine_id"":""DF 058_8D0QH01994""}",DF 058_8D0QH01994,Laguna Clothing A,Factory 1,Line-3,Collar,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
796,Naveen,2024-08-21 10:52:45,"{""machine_id"":""DF 107_8D0QJ06211""}",DF 107_8D0QJ06211,Laguna Clothing A,Factory 1,Line-3,Back,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
795,Naveen,2024-08-21 10:51:56,"{""machine_id"":""DF 108_8D0QL03439""}",DF 108_8D0QL03439,Laguna Clothing A,Factory 1,Line-3,Back,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
794,Naveen,2024-08-21 10:50:29,"{""machine_id"":""DF 045_8D0QH04158""}",DF 045_8D0QH04158,Laguna Clothing A,Factory 1,Line-1,Assembly,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
793,Naveen,2024-08-21 10:50:01,"{""machine_id"":""DF 115_8D0R802850""}",DF 115_8D0R802850,Laguna Clothing A,Factory 1,Line-3,Sleeve,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
792,Naveen,2024-08-21 10:48:59,"{""machine_id"":""BS 014_2L1QM01793""}",BS 014_2L1QM01793,Laguna Clothing A,Factory 1,Line-2,Front,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,3900,195,Line 3
791,Naveen,2024-08-21 10:44:24,"{""machine_id"":""DF 100_8D0RB02835""}",DF 100_8D0RB02835,Laguna Clothing A,Factory 1,Line-3,Cuff,,Collar,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Collar,1000,50,Line 3
790,Naveen,2024-08-21 10:43:42,"{""machine_id"":""DF 095_8D0QH04112""}",DF 095_8D0QH04112,Laguna Clothing A,Factory 1,Line-2,Collar,,Collar,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Collar,1000,50,Line 3
789,Naveen,2024-08-21 10:42:22,"{""machine_id"":""DF 076_8D0QJ06131""}",DF 076_8D0QJ06131,Laguna Clothing A,Factory 1,Line-2,Finishing,,Sleeve,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Sleeve,1000,50,Line 3
788,Naveen,2024-08-21 10:28:47,"{""machine_id"":""DF 067_8D0QH00527""}",DF 067_8D0QH00527,Laguna Clothing A,Factory 1,Line-2,Back,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
787,Naveen,2024-08-21 10:28:15,"{""machine_id"":""DF 069_8D0QH00503""}",DF 069_8D0QH00503,Laguna Clothing A,Factory 1,Line-2,Back,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
786,Naveen,2024-08-21 10:27:47,"{""machine_id"":""DF 068_8D0QH1977""}",DF 068_8D0QH1977,Laguna Clothing A,Factory 1,Line-2,Back,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
785,Naveen,2024-08-21 10:27:11,"{""machine_id"":""DF 071_8D0QH00502""}",DF 071_8D0QH00502,Laguna Clothing A,Factory 1,Line-2,Back,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
784,Naveen,2024-08-21 10:26:20,"{""machine_id"":""DF 101_8D0RB02851""}",DF 101_8D0RB02851,Laguna Clothing A,Factory 1,Line-3,Collar,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
783,Naveen,2024-08-21 10:25:39,"{""machine_id"":""DF 116_8D0QJ06204""}",DF 116_8D0QJ06204,Laguna Clothing A,Factory 1,Line-1,Assembly,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
782,Naveen,2024-08-21 10:25:04,"{""machine_id"":""DF 114_8D0QJ06113""}",DF 114_8D0QJ06113,Laguna Clothing A,Factory 1,Line-3,Front,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
781,Naveen,2024-08-21 10:24:15,"{""machine_id"":""BS 018_2L1RC01078""}",BS 018_2L1RC01078,Laguna Clothing A,Factory 1,Line-3,Front,,Sleeve,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Sleeve,3900,195,Line 3
762,Ramesh,2024-07-23 09:24:19,"{""machine_id"":""DF 016_PDAQE01311""}",DF 016_PDAQE01311,Laguna Clothing A,Factory 1,Line-1,Sleeve,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
749,Ranghanath,2024-07-03 09:04:52,"{""machine_id"":""DF 006_PDAQE01339""}",DF 006_PDAQE01339,Laguna Clothing A,Factory 1,Line-2,Assembly,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
722,Ranghanath,2024-06-26 11:31:55,"{""machine_id"":""FOA 01_3M8RA00241""}",FOA 01_3M8RA00241,Laguna Clothing A,Factory 1,Line-3,Assembly,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,3000,150,Line 3
710,Ramesh,2024-06-15 10:04:01,"{""machine_id"":""DF 004_PDAQE01336""}",DF 004_PDAQE01336,Laguna Clothing A,Factory 1,Line-1,Sleeve,,Sleeve,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Sleeve,1000,50,Line 3
707,Ranghanath,2024-06-14 10:45:09,,OL 029_1274254,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
698,Ranghanath,2024-06-13 10:51:36,"{""machine_id"":""CA 010_2D4FJ00204""}",CA 010_2D4FJ00204,Laguna Clothing A,Factory 1,Line-1,Assembly,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,,0,Line 3
619,Ranghanath,2024-06-06 08:37:18,,BS 017_2L1QJ00887,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3900,195,Line 3
600,Mylari,2024-05-22 15:42:55,"{""machine_id"":""Front Press Single Head M/C 005_....""}",Front Press Single Head M/C 005_....,Laguna Clothing A,Factory-2,Line-5,Front,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,,0,Line 3
502,Ranghanath,2024-05-20 13:07:07,,BS 018_2L1RC01078,Laguna Clothing A,Factory 1,Line-1,Assembly,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,3900,195,Line 3
495,Ranghanath,2024-05-18 09:44:49,,FOA 26_3M8QK00187,Laguna Clothing A,Factory 1,Line-3,Assembly,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,3000,150,Line 3
476,Venkatesh,2024-05-16 10:42:50,"{""machine_id"":""BH 019_PL0QL00775""}",BH 019_PL0QL00775,Laguna Clothing A,Factory-2,Line-5,Front,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,4000,200,Line 3
468,Naveen,2024-05-15 17:30:16,"{""machine_id"":""DF 114_#N/A""}",DF 114_#N/A,Laguna Clothing A,Factory 1,Line-2,Back,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
467,Ranghanath,2024-05-15 17:20:52,,BS 015_2L1QJ01536,Laguna Clothing A,Factory 1,Line-3,,,Collar,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Collar,3900,195,Line 3
466,Ranghanath,2024-05-15 17:20:16,,BS 018_2L1RC01078,Laguna Clothing A,Factory 1,Line-3,,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,3900,195,Line 3
465,Ranghanath,2024-05-15 17:19:00,,DF 100_8D0RB02835,Laguna Clothing A,Factory 1,Line-3,Collar,,Cuff,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Cuff,1000,50,Line 3
464,Ranghanath,2024-05-15 17:18:28,,DF 123_8D0QL03434,Laguna Clothing A,Factory 1,Line-3,Front,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
463,Ranghanath,2024-05-15 17:13:09,,BS 009_2L1QJ00890,Laguna Clothing A,Factory 1,Line-3,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3900,195,Line 3
462,Ranghanath,2024-05-15 17:07:04,,DF 152_8D0QJ06141,Laguna Clothing A,Factory 1,Line-3,Assembly,,Back,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Back,1000,50,Line 3
446,Ranghanath,2024-05-15 13:59:04,,NF 097_2D3GH00141,Laguna Clothing A,Factory-3,Line-7,Collar,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,2000,100,Line 3
445,Ranghanath,2024-05-15 13:58:29,,BS 009_2L1QJ00890,Laguna Clothing A,Factory 1,Line-3,Front,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3900,195,Line 3
443,Ranghanath,2024-05-15 13:57:23,,FOA 26_3M8QK00187,Laguna Clothing A,Factory 1,Line-3,Back,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3000,150,Line 3
426,Ranghanath,2024-05-14 12:39:24,,NF 084_2D3GH00143,Laguna Clothing A,Factory 1,Line-3,Collar,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,2000,100,Line 3
422,Ranghanath,2024-05-14 12:27:48,,NF 105_2D3GH00097,Laguna Clothing A,Factory 1,Line-3,Assembly,,Finishing,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Finishing,2000,100,Line 3
414,Ramesh,2024-05-13 16:56:18,,FOA 02_3M8QK00186,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3000,150,Line 3
413,Ramesh,2024-05-13 16:51:05,,BS 014_2L1QM01793,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3900,195,Line 3
369,Gopal,2024-05-11 16:29:07,,DF 223_8D0RA03631,Laguna Clothing A,Factory-3,Line-6,Back,,Front,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Front,1000,50,Line 3
133,Naveen,2024-04-03 16:01:17,"{""machine_id"":""FOA 01_3M8RA00241""}",FOA 01_3M8RA00241,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,3000,150,Line 3
129,Naveen,2024-04-03 15:46:43,"{""machine_id"":""DF 094_8D0RB02952""}",DF 094_8D0RB02952,Laguna Clothing A,Factory 1,Line-1,Sleeve,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
125,Naveen,2024-04-03 15:44:34,"{""machine_id"":""DF 120_8D0QH04119""}",DF 120_8D0QH04119,Laguna Clothing A,Factory-2,Line-4,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
122,Naveen,2024-04-03 15:38:28,"{""machine_id"":""DF 017_PDAQE01331""}",DF 017_PDAQE01331,Laguna Clothing A,Factory 1,Line-3,Cuff,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,1000,50,Line 3
118,Chowdi Reddy,2024-04-03 15:30:01,"{""machine_id"":""NF 031_2D3GH00239""}",NF 031_2D3GH00239,Laguna Clothing A,Factory 1,Line-1,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
116,Chowdi Reddy,2024-04-03 15:29:03,"{""machine_id"":""DNCS 007_1220770""}",DNCS 007_1220770,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
113,Chowdi Reddy,2024-04-03 15:28:17,"{""machine_id"":""DNCS 006_2220671""}",DNCS 006_2220671,Laguna Clothing A,Factory 1,Line-2,Assembly,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2500,125,Line 3
109,Chowdi Reddy,2024-04-03 15:26:46,"{""machine_id"":""NF 090_2D3GH00174""}",NF 090_2D3GH00174,Laguna Clothing A,Factory 1,Line-3,Back,,Assembly,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Assembly,2000,100,Line 3
80,Naveen,2024-04-03 15:00:12,"{""machine_id"":""DF 058_8D0QH01994""}",DF 058_8D0QH01994,Laguna Clothing A,Factory 1,Line-2,Sleeve,,Collar,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Collar,1000,50,Line 3
75,Naveen,2024-04-03 14:37:04,"{""machine_id"":""BH 022_PL0RG00200""}",BH 022_PL0RG00200,Laguna Clothing A,Factory 1,Line-2,Front,,Collar,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Collar,4000,200,Line 3
74,Naveen,2024-04-03 14:33:50,"{""machine_id"":""BUTTON FEEDER M/C 009_1264LD425""}",BUTTON FEEDER M/C 009_1264LD425,Laguna Clothing A,Factory 1,Line-3,,,Cuff,Line-3,Factory 1,Laguna Clothing A,Approved,Laguna Clothing A,Factory 1,Line-3,Cuff,,0,Line 3
